text,class
ครูผิดสังเกต นร.หญิง ซึมเศร้า ตื้อถามจนได้การ เครียดพลทหารหื่นแบล็คเมล์ขู่ปล่อยภาพรีดไถ่เงิน #เรื่องเล่าเสาร์อาทิตย์,0
เดี๋ยวขุดตัวนี้มาใส่ ประโยคแซ่บๆ จากหนังทหารหื่นที่ตายเพราะมักมากในหอยและเห็ดพิษ,0
รวบแล้ว! ลุงเขยอดีตทหารหื่น นั่งเฝ้าหน้าบ้านหลานสาววัย 17 หวังฉุดทำเมีย ต้นสังกัดสั่งสอบวินัย #ข่าววันใหม่,0
จะไปเพราะอะไรได้นอกเสียจากพวกทหารหื่นกระหายไม่สนผิดถูกที่พยายามจะข่มขืนเขาทั้งๆที่ร่างกายก็เป็นชายเหมือนกันและนั่นคือครั้งแรกที่เขาใช้มนต์ดำปลิดชีวิตผู้คน,0
จะเลือกมากับข้าหรือจะอยู่กับทหารหื่นกามพวกนั้นของข้า คิดดูดี ๆ นะ,0
ตอนแรกดูพราะคิดว่าทหารหื่นโรคจิตไล่ฆ่านรหนังสยองงี้ สรุปอ้าวหนังอย่างว่าสะงั้นที่สำคัญหื่นทั้งรร,0
รวบพลทหารหื่น ลวงเด็กหนุ่มกว่า 100 คน ถ่ายคลิปโป๊-ชำเรา,0
พี่ลืมของในม่านรูดขอแวะแป๊บอดีตทหารหื่นขยี้กาม,0
ชอบมากเลยคับ เพราะทหาร หื่นๆ,0
ทหารหื่นดอดมอบตัว! ถีบจยย.หวังข่มขืนสาวแคชเชียร์,0
เป็นทหาร หื่นๆคับสนจัยแต่ทักไปไม่ได้คับ,0
ดูหนังโป๊ไทยฟรี เรื่อง พรางชมพู xxx แนวทหารหื่นๆ,0
ดูหนังโป๊ไทยฟรี เรื่อง พรางชมพู xxx แนวทหารหื่นๆ,0
ระทึก!พลทหารหื่นบุกหอพักจี้ข่มขืนสาว,0
สามกีบบ้งมาด่าทุกอย่างจ้า ทักษิน ธนาธร ชัชชาติ พลาดมามันก็ด่าจ้าาาา,0
หือออ สลิ่ม  ด่าอะไรเกรงใจเสี่ยโป้ไอด้อนมึงด้วยข่าาาา,0
5555 โอ้ยยยยย นี่คือมิสแกรนด์ไตแลนนนน,0
นนี้พี่ฟ้ามีถ่ายงานโฆษณาสินค้าตัวใหม่ ไม่ว่างทั้งวันจนดึกดื่นอาจจะไม่ได้จับโทรศัพท์น้า เลยมาไลฟ์ให้หายคืดถึงช่วงเช้าในความเป็นจริงคือตรงกันข้ามกับที่พูด คงว่างแน่ๆๆเบยไม่รู้จำขำมีมไหนก่อนดี,0
ทั้งวันของวันนี้ นี่ว่าเริ่ม ไม่ใช่ อิงฟ้า วราหะ ล่ะ,0
ตรวจสอบยาที่หมอให้มาที ถือว่านี่ขอ,0
เหนื่อยไหมคะคนเก่ง อย่าลืมกินยานะคะ,0
ใจเย็นๆเนอะ 555 ชอบๆ ขยี้สุดไรสุด,0
ก่อนเขายังไม่ดัง ไม่มีแสง(มีแต่สัญญากับแสงระวี) เธอไปอยู่ไหนมาสาววว  มาทำไมตอนนี้ มีแต่แฟนคลับ บอส ครอบครัวแกรนด์ ยิ่งตอนมงบอสโดนพวกจ๊อกจ๊อกด่าหนักมาก บอสก็ปั้นให้ทุกคนเห็นถึงความสามารถจนเป็น อิงฟ้ามหาชน ถึงทุกวันนี้…ก่อนหน้านี้กูเคยด่าบอส หนูขอโทดด หนูผิดไปแล้ว,0
แฟนคลับอิงฟ้ามหาชนสร้างเรื่องอีกแล้ว​ ไม่มีใครพาใครเสียได้หรอก​ ทุกอย่างเขาคิดได้เอง​ โตๆกันแล้ว​ เขาเลือกแล้วที่จะทำให้ติ่งผิดหวัง​ ปกป้องคนนั้น​ตอนแฟนคลับสาปหนัก​ๆ ติ่งควรหยุด ส่วนเรื่องนี้แล้วแบบนี้พิมบ้างได้มั้ยว่าให้เขาฟ้องได้ยังด่ากันขนาดนี้,0
เป็นคนไทย เกิดในผืนแผ่นดินไทย ต้องรักชาติ ศาสนา พระมหากษัตริย์ และรักลุงตู่ สาธุ สาธุ สาธุ,0
กุไม่รักคะ อยากให้กุอยู่เฉยๆ ไม่เอาภาษีกุไปผลาญได้ไหมละ ตรวจสอบก็ไม่ได้ วิจารณ์ก็ไม่ได้บอกพ่อมึงก่อนมั๊ย ทำมาหาแดกเองไม่ได้ยัง ทำตัวแบบนี้อีก งบที่ให้ไปมหาศาล กุไม่เห็นตกถึงประชาชนเลย แล้วบอกทำงานหนัก ด่าไปกุติดคุกอีก ปล.กุด่าลุงตู่ นะ เป็นฝุ่นใต้ตีนต่อไปเถอ,0
น้องสาวโกงจำนำข้าวพี่เกี่ยวอะไรด้วย,0
ลิ่มก็ยังรักลุงตู่มิเสื่อมคลาย,0
แซ่บไม่แผ่ว ไอซ์ อภิษฎา แหวกเสื้อโชว์ท้อง 5 เดือน ลุคนี้คุณแม่เผ็ดมาก,0
รักคุณลุงตู่ทั้งอำเภอ,0
เป็นคุณลุงขี้เหงา แมร้งปวดขี้ตลอดเวลา เล่นซาตู่เก่งมาห อิอิ ตัดผมทรงไยอ้ะหล่อฝุดฝุด คนเรียกทุกชื่อยกเว้นชื่อตัวเอง รักนะฮัพ,0
เรารักลุงตู่ แต่ลุงตู่ไม่รักเราแล้ว ออกไป๊,0
้เรื่องค่าไฟกระฉูดพิสูจน์แล้วล่ะว่าจะเป็นกลุ่มสลิ่ม สามกีบ รักลุงป้อม ชังลุงตู่ หรือจะอิกนอแร้นท์ ช่างแม่งทุกฝ่าย แต่ถ้าการเมืองเฮงซวย ประชาชนทุกคนก็ซวยกันหมด,0
ามไม่เคยทำอะไรเสี่ยงคุก หมาเท่านั้นที่เสี่ยงคุกทุกเรื่อง,0
เข้าใจคำว่าประกันกับจำนำไหมครับ,0
ละอิงฟ้าอ่ะ อิงฟ้ามหาชน ที่หมายถึงคนมาหาเรื่องชนอ่ะค่ะ แค่ตดคนก็ด่าแล้วมั๊งคะ ก็คิดถึงหน้าพี่ฟ้าบ้างเนาะ กี่ครั้งแล้วที่เขาต้องเป็นคนรับหน้าตลอด แค่ไลฟ์ที่ร้องไห้ยังไม่พออีกหรอ,0
มันเริ่มมาจากไหนอะ ทำไมกูไม่ทันว่ะ ขนาดอาจารย์แก่ๆที่สอนกูยังเล่นก่อนกูเลย,0
วิ่งจากอีกฝั่งไปอีกฝั่ง เหนื่อยจริงไม่ล้อเล่น วิ่งเพื่อไปเอารายชื่อ วิ่งกลับเพื่อไปทำระบบต่อ สรุปว่าไม่ได้ทั้งรายชื่อและระบบก็ไม่ได้ทำต่อ เพราะพี่บอกว่า ทำพรุ่งนี้นะ,0
นี่บ้าคลั่งมาก เราเกิดมาไม่เคยได้อยู่ภายใต้นายกที่ดีดูมีความหวังเลย ครึ่งชีวิตของเราก็มีแต่ประยุทธ์ไปแล้ว อนาคตมันจะเป็นยังไง ศาลรัฐธรรมนูญไม่มีความหวังเลย,0
ประชาชนโดนหลอกให้กินอาหารเสริม ผสมยาออกฤทธ์ประเภท 1 น่ากลัวมาก ประชาธิปไตย,0
โคตรรรรรรรร รำคาญพวกโพสงานออนไลน์  หาข้อมูลอ่านดีๆไม่ได้เลย,0
พวกอาหารเสริม ครีม สบู่ ขายกันได้เป็นล้านๆ แต่หาขายทุกวันเหมือนคนร้อนเงิน,0
ตึงมาก อย่างเอา 5555555,0
ช้สว.ร่วมโหวตเลือกนายก &amp; ดูดงูเห่าจนกลายเป็นเสียงข้างมาก เพื่อให้คุมสภาได้ ดูดใครแล้วไม่มา ก็จะใช้คดีบีบ โดยเฉพาะกลุ่มนักการเมืองที่เพิ่งย้ายกลับมา ส่วนเรื่องเป็นนายกได้ถึงปี68 ไม่ครบวาระ ก็ส่งไม้ต่อ ให้คนอื่นที่อำนาจพิเศษโอเค เข้ามาเป็นนายกต่อ,0
สังคมห้องแชท วาโร นี่คับ สำเนียงอะไรไม่รู้ แต่ฟักยูนี่ แน่นอน,0
วาโร ยิ่งแรงค์สูงยิ่งไม่สนุกเจอแต่พวก หยาบคาย อีโก้สูงไม่แปลกที่เจอ  เวลต่ำๆแล้วมันก็กลายเป็นปัญหา s อีกถ้าสังคมเกมวาโร  อีโก้สูงหมดไปสังคมเกมจะดีขึ้นเยอะ,0
วาโลเป็นเกมแย่ เกมกาก ไม่สมควรยืนหยัดในสังคม,0
ใต้โพสต์ เออ เอาเหอะ ไม่แปลกใจเท่าไหร่หรอก สังคม วาโร อันสวยงาม อือๆๆ,0
ยากตรงไหน ที่ให้เขาวิจารณ์ ตรวจสอบได้ แดกภาษีเขามหาศาลแล้วให้เขาหุบปาก  ถ้าทำได้ พ่อมึงจะ บริสุทธิ์และสง่างามด้วยซ้ำไม่ใช่ นั่งอยู่ในเงามืด มีกฏหมายไว้ป้องกัน ใครด่าไปแจ้ง หมิ่นประมาทคะ กฏหมายรองรับมี ปล.กุด่าลุงป้อมนะ นาฬิกายืมเขามาคืนหรือยัง,0
โทรถามลุงป้อมชิ จะรู้หรือเปล่า,0
เต็มสิบไม่หักเลย ลุงป้อมที่รักของกู,0
เออ แล้วลุงป้อมพูดผิดตรงไหน,0
ลุงป้อมนี่แกมีท่าไม้ตายตอบนักข่าวคือผมไม่รู้ อยากรู้ให้ไปถามเจ้าตัว ผมไม่ใช่เขา จบ,0
ขอให้ประชาชนชาวอุบลฯอำนาจเจริญขอนแก่นรีบไปฉีดวัคซีนให้ครบโดยเร็วพายุโนรูจะเข้าแล้ว,0
จริงๆฟังได้หมด ขอแค่บอกกัน อย่าหายไปกับคำว่าไม่รู้เลย มึงเป็นไอ้ป้อมรึไงล่ะถึงทำแบบนั้น,0
พอว่างๆ ก็คอยปั่นโซเชียลคอนเทนต์  เชียร์รัสเซีย ด่าชัชชาติ อวยลุงป้อม ไปด้วย คุ้มค่าเงินภาษีจริงๆ,0
ความรุ้สึกเก่าๆมาหมดเลย แต่ตอนเช้าต้องไปใน ม. จริงว่ะ,0
ไม่ท่วมครับ มาแอ่วเลยๆ,0
ด่าลุงป้อมทุกวัน แกนี่แหละหัวโต๊ะอนุมัติงบกีฬามาหลายปี เยอะแบบไม่เคยมีมาก่อน,0
ต้องขอบคุณที่วอลเลย์บอลหญิงสร้างชื่อขึ้นมาทำให้คนเริ่มเห็นผลงานบ้าง,0
จะใครล่ะครับ​ ถ้าไม่ใช่​ ลุงป้อมผู้ใจดี,0
สรุปคือจะเลิกด่า ก็ต้องเป็นคนที่มันชอบเท่านั้น ปชต. ชิหาย,0
แล้วคำพิพาทษาที่มันไม่เคยรับฟังความจากจำเลยเลย มึงก็โอเคกับคำตัดสินแบบนี้เหรอว่ะ,0
เถียงไม่ออก!ทำไม นิว แต่งชุดไทยแล้วติดคุก เบิกเนตรเป็นเหยื่อพวกช่างยุ,0
ไปอยู่ด้อมก็ไปเจอโซตัส อยู่มาก่อนตามมานาน ตามมาก่อน ทำไมอะตามทีหลังไม่ใช่แฟนคลับเหรองงมาก,0
จริงแท้ 100% หมดตั้งแต่ปีแรก เบื่อความโซตัส ที่ไม่ฟังคนรุ่นหลังเลย ชั้นถูกเสมออจ้า,0
ขาเข้าด้อมใหม่ ไม่แปกที่เขาจะไม่รู้ ข้อมูลมันกะมีแค่ในเว็บ ในเทรดคนอื่นๆ แต่ไอ้เรื่องดราม่าที่เคยตีกันหน้าฟีด คนเข้าใหม่เขาไม่รู้อยู่แล้วแหละ ก็แทนที่จะได้บอกกันดีๆ มีแต่โพสต์แซะโคว้ตลม ก็นอยด์ไปดิคนเข้าใหม่ รับน้องหรอ ไหนบอกเลิกโซตัส ทักไปบอกเขาดีๆก็ได้ เขาไม่หยุมหัวหรอกมั้ง,0
ประเทศนี้มีแค่สองคนนี้เหรอ สมองสองคนนี้เฒ่าชรามากแล้ว,0
ประสาทแดกจริงนะ บางคนตอนมอต้นก้อนินทาพวกรุ่นพี่โซตัส แต่พอขึ้นมอปลายแล้วโซตัสเอง เห่อ,0
ถ้าถามเรื่องโซตัส สิ่งที่โกรธตัวเองอย่างนึงคือตอนนั้นมึงจะคิดจะกลัวอะไรนักหนาวะ ขนาดคณะเราที่ไม่ได้โซตัสอะไรเลย มันจะมีรุ่นพี่บางคนที่ทำตัวไร้สาระอะ,0
แบ่งๆกันไปเทอ เจ็มมันก็รุ่งเรืองมาสักพักแล้วนะ เป็นคนบุกเบิกตลาดทำให้มันใหญ่ขึ้น ให้คนอื่นเค้ามาเก็บแต้มบ้าง เป็นไรไป,0
แต่ชั้ลได้ยินว่ามันจะอยู่ยาวหนิ,0
ทำหน้าปวดขี้,0
กูเห็นคนแต่งชุดไทยเยอะแยะ ไม่เห็นเขาจะโดนอะไรเลย ถ้าไม่อคติหรือโง่จนเกินไป ก็น่าจะรู้ๆกันอยู่ว่าเจตนาของนิวคืออะไร ก็คือ แซะ เสียดสี จิกกัด ดูหมิ่น ถูกป่ะ,0
ทำไมพวก สองกีบ แจ้งจับน้อง ทั้ง ๆ ที่เจ้าสนับสนุน ยกเลิก112,0
รุนเเรงก็ขอโทษก่อนเลยนะ แต่ส่วนตัว เห็นด้วยกะคุณdeเค้านะ รอบนี้ พูดมาเลย กะสวะอ่ะ พอพูดแค่นี้ ดูพวกมัน แหกปากตั้งแต่หัวยันหางเลยเห็นไหม นี่อย่าให้ลุงป้อมพูดน้าาาา เมิงเกียมกัวตายกันเบย,0
เท่าที่คุยมา ส่วนใหญ่เวลาเขาตอบอะไรไม่ได้ก็จะลอกวิชาไอ้ป้อม ไม่รู้ๆ แล้วถามกลับ คุณรู้หรือ วู้! เนี่ยละ,0
ไอ้ป้อม จะตาย หรือต้องรอคนไทยตายหมดก่อน,0
ไหนๆก้ไหนๆ ล้างๆไปเถอะ เด่กรุ่นหลังก้โทดพี่ๆสามกีบเถอะ ไม่มีกยศ.ให้กุ้แล้ว บัย,0
ป้อมอะชอบเต ละชอบแบรนด์นี้ มันยังบายกะราคา 55555 นี่วันเสาร์ไปดูก็เออสวยจริงๆแหละ,0
เรื่องนี้ผมว่าคนที่ขัดล้างหนี้กยศคงด่าเหมือนกัน เพราะหลายคนที่ขัดล้างหนี้กยศไม่ใช่สลิ่ม แต่แค่ยังยึดติดอยู่กับคำว่า เป็นหนี้ต้องใช้หนี้,0
โยบายล้างหนี้ กยศ โดยการผลักดันคาสิโนถูกกฏหมาย จะเอาเงินมาล้างหนี้ให้ สมัยก่อนต่อต้านแทบตาย เนี้ยละน้าาาาาา สภาพพพพพพ,0
นิสัยขี้อิจฉาเริ่มกำเริบ ใครจะเด่นเกินกูไม่ได้จ้า,0
เวลาเสนอนโยบายให้พรรคการเมืองไหน แล้วมันตอบมาแบบนี้ก็ขอให้ระลึกไว้ว่ามันคือแบบเดียวกับไอ้ป้อมฆาตกร,0
ห็นเรื่องนิวแต่งชุดไทยแล้ว ที่เคยพูดเล่น ๆ ว่าต่อไปแค่หายใจเหมือนเค้าก็อาจจะผิดแล้ว แม่งเริ่มดูเป็นไปได้ขึ้นมา,0
ลุงป้อมอัดฉีดไหมฮะไหมฮะไหมฮะ,0
หงายก้าดไม่รุ้แบบลุงป้อม อ้อออออออ ตลกอีกและ,0
ลุงป้อมอินเตอร์กว่า ให้คุมเงินบาทให้ได้ 35 บาท/ดอลลาร์ มันฉลาดมาก,0
เป็นนางแบกนี่ต้องโง่ด้วยใช่มั้ยครับ,0
ตอนประถมเราก็โดนไปคัดหลีด แล้วคือไปถึงแม่งโซตัส โซตัสเด็กประถมโดยเด็กม.ต้นแม่งโคสตลกอ่ะ สรุปหนีการเป็นหลีดไปขอครูทำสแตนแทน อะไรก็ไม่รู้โคสไร้สาระ,0
มันจะมีพวกที่ ต่อต้านระบบเผด็จการ แต่สนับสนุนโซตัส เอ๊ะยังไง ทุกวันนี้ก็คือชุบตัวเนียนๆกันไปเนาะ,0
ตีป้อมวันนี้ ได้ดาวมา25ดาว  รู้ว่าเพื่อนดีใจที่กูกลับไปเล่น แต่ไม่คิดว่าจะขนาดนี้,0
ไอ้ป้อม ก็บอกอยู่อีก 2 ปี,0
เจอลุงคนนึงที่วัด เดินเข้ามาบอกมีคำถามจะให้ทาย ถามว่านกอะไรไม่มีขา บินได้ นี่ก้ตอบนกแอร์ เค้าบอกไม่ใช่ ค้างคาว นี่เลยบอกค้างคาวเป็นสัตว์เลี้ยงลูกด้วยนม ออกลูกเปนตัว แต่นกออกลูกเป็นไข่ ค้างคาวเลยไม่ใช่นก จบที่กุเอดูเขตคนแก่ เค้าบอกโตไปเปนทนายได้เลยลูก,0
ถ้านิวโดนเต็มตีนแบบนี้ รายต่อไปสงสัยมัมดิว ก็โดนด้วยแน่,0
เหตุผลที่กุเกลียดชีวิตมหาลัยคือโซตัสจริงๆ,0
กุไม่เข้า เพื่อนโดนทำโทษ พ่กกุโดนด่า เสี้ยมให้คนเกลียดกัน อุบาดทั้งหมด แต่โชคดีที่ชั้นยังพอมีเพื่อนคบอยู่บ้าง ขอโทษที่ทำให้โดนทำโทษแต่ชั้นไม่ผิด และก็ไม่เคยผิดสำหรับเรื่องนี้,0
ยังไม่รู้ตัวอีก ความเชี่ยของระบบโซตัสคือ ไอ่คนที่ทำชอบคิดว่าตัวเองมีความชอบธรรมที่จะทำ และคนที่โดนโซตัส กลับอิกนอร์ยินยอมให้กดขี่ โลจิก แม่งพัง,0
เหมือนตอนแรกจะมีให้เซ็นต์อนุญาตเข้าคลาสเชียร์ด้วยป่ะนะ ละบอกไม่มีโซตัส กุก็คิดว่าแค่เข้าไปทำกิจกรรมร้องเพลงเฉยๆ เลยเข้า สรุปโดนว้ากตั้งแต่วันแรกเลยกุบาย ไม่เข้าละ,0
เลือกเข้าเอกชนส่วนหนึ่งก็เพราะกลัวเข้าไปเจอระบบโซตัส แค่ระบบของโรงเรียนมัธยมที่เคยเจอก็จะอ้วกพอแล้ว,0
แม่ชัยวุฒิรำแก้บน นายก8ปี โหหห สุดใจว่ะ,0
ประสาส้มถ่อย แดงกราก ไม่เคยมีหลักการอะไร ประชากรเกรดต่ำ,0
รู้สึกแบบไม่ผิดคาด แต่ก็โคตรผิดหวัง,0
มนุษย์โลกระบอบประชาธิปไตยแบบอเมริกา แม่เป็นแบบนี้จริงๆ ฝ่ายไหนขึ้นมีอำนาจอีกฝ่ายต้องโจมตี  พออีกฝ่ายขึ้น อีกฝ่ายก็จะออกมาโจมตีวนแม่งอยู่แบบนั้น,0
เนื้อหาในทวิตโป๊ะไม่มากหรอก แต่เข้าไปดูโปรไฟล์คือรีแต่แอคที่อวยลุง สถาบัน โจมตี,0
ไปลงชื่อกันค่ะทุกคน อย่าให้มันอยู่ต่อ,0
เงินมันหอมหวานนน อำนาจเหมือนน้ำเชื่อมเลยยย   คนแก่ๆนั่งงอกแงกในก้อแอร์ เชื่อคนมีอำนาจ ใช้ตำรวจ ทหาร  ขมขู่ประชาชน,0
วันๆ นี่คุยกะหมา แมว หมู ไก่ ม้า ควาย มากกว่าคุยกับคนไปละ,0
หล่อมากกก หล่อวัวตายควายล้มกันเลยทีเดียวววว,0
สิวเหี้ยไรขึ้นหลังหู เสียชาติเกิดมั้ย เกิดมามันต้องต้องโดดเด่นเด้งดึ๋งอย่าเช่นขึ้นที่หน้าไรงี้ อีควาย,0
อ่ะ ป่วยก็ป่วย งานจ้างก็ต้องทำ งานเรียนก็ต้องทำ วิชาดีไซน์ตัวร้ายกับควายอย่างกูเอง,0
นี่ก็เพิ่งรู้ว่า เกิดชาตินี้ชาติเดียว เป็นทั้ง เหี้ย เป็นทั้ง ควาย เลย คุ้มแท้ๆ,1
โว้ยอีควาย หนักกว่ากูก็มึงอะ,1
"ขอโทษ นะครับ อยากได้ควายให้ไปคบกับคนอื่นนะ
พอดีกูคนไม่ใช่ควาย",1
ปลั๊กไฟอยู่พื้น เลยลงมานอนบนพื้น อีควาย ไฟจะดูดกูมั้ย เสียบชาร์จไฟก็แลบออกมา อีเหี้ยยย,0
"กูมันโง่เองที่ยังเชื่อคำสัญญาบ้าบอของคนคนนึงอยู่
กูนี้มันควายจริงๆ",0
ควายมันอยู่บนดินไง มันบินไม่ได้,0
เมื่อเช้าก็ควาย ตอนนี้ก็หมา ใครทำไรมึง,0
ความคิดต่ำๆอีควาย ไม่ให้เกียรติผู้หญิง สันดาน,1
ควายแดงเมิงด่ารัฐบาลจนรองนายกป่วย พวกมึงกำลังทำลายชาติรู้มั้ย มั้ย มั้ย มั้ยยยยยยยยย,1
เออ มันปากหมา กูรู้ แต่กูรักไง กูรักไปแล้วเว้ย ทำไงได้ว้ะ ไม่เป็นกูไม่รู้หรอก มุมดีๆมันก็เยอะจนกูลืมไม่ลงเหมือนกันแหละ แม่ง !!,0
"เมือเราถูกเข้าใจผิดสิ่งที่ยากที่สุดคือพยายามปรับความเข้าใจกับควายด้วยภาษาคน

#ชมรมครูฝึกยิงปืน",1
ปฏิวัติมาแทบตาย สุดท้ายได้ควายเป็นนายก กะลาแลนด์,1
คนไทยจะโกรธมากถ้าพูดว่าสีซอให้ควายฟัง ทั้งๆที่ตัวเองไม่รับฟังความเห็นของผู้อื่น ยึดติดในความคิดของตัวเอง ชาติไม่เจริญไม่โทษใคร #คุนต่อยอด,1
บางทีก็สงสัยนะว่าตัวเองเลี้ยงหมาหรือหมูหรือหมีขาวล่าสุดเลี้ยงแกะอ้วน,0
รองเท้าใหม่ก็กัดจริงกัดจัง เป็นหมาหรอสาด,0
พวกมอเตอร์ไซค์ที่จอดติดไฟแดงไม่เป็น ต้องวิ่งฝ่าออกไป พวกนี้คุณภาพชีวิตต่ำกว่าหมาอีกนะ มันพร้อมตายได้ทุกเมื่อ ตายแล้วเสือกเดือดร้อนคนอื่นอีก,1
ก็แค่หมาที่คิดว่าตัวเองเป็นสิงห์,0
คนที่เกลียดหมาแมว ลองทำใจแค่วันเดียว หยิบยื่นให้เขาบ้าง,0
สงสัยปากหมาเกินเยียวยา,1
อห.หมาหอน แล้วคนข้างบ้านตาย อห.อย่ามาหลอกนะ กูแช่งจริงๆด้วย กูไม่ได้โกหก,0
เป็นหมาก็ดีนะไม่ต้องโดนดุโดนบ่นโดนว่า ก็ดีอ่ะ,0
เหมือนหมาตัวนึงที่รอเจ้าของมาเล่นด้วยเวลาที่เขาว่างอ่ะ,0
เลือกเพื่อนนี่ ต้องดูให้ดีแค่ไหนวะ คนไหนจริงใจคนไหนตอแหล,0
คือหนูจะเป็นคนตอแหลแบบนี้ไปตลอดชีวิตเลยเหรอ,1
เวลาพูดแล้วไม่มีความจริงในนั้นอ่ะรู้สึกอะไรบ้างปะวะ หรือเพราะเป็นตอแหลเลยไม่รู้สึกอะไรเลย,1
บางคนออร่าตอแหลแรงมาก มองจากดาวอังคารลงมายังรู้เลยว่าไม่จริิงใจ,1
ต้องทักทายด้วยสีหน้าตอแหลยิ้มแย้มแจ่มใส กับสิ่งที่มึงทำกับกูงี้หรอ,1
"สนุกจังโว้ย

เวลาแช่งทีมอื่น",0
แอนตี้ดูมีความสุขกับการโดนด่า พอโดนด่าก็แถ พอโดนด่าว่าตอแหลก็รับไม่ได้ เอิ่มจ้าๆ,1
"เก่งจริงก้มาต่อหน้า ไม่ต้องโพสต์ด่า ลูกหมาหน้าจอ
#คำคม #คําคมโดนๆ #คำคมเด็ดๆ #คําคมชีวิต #คําคมเสี่ยว #คําคมแรงๆ #เก่งแต่ปากกากการกระทำ",1
แช่งให้พ่อแม่คนอื่นตายถ้าตอแหล แต่ดันโครมเข้าบ้านมึง สงสัยน่าจะได้กระเช้าแบบพวงหรีดเร็วๆนี้,1
ก็อย่างว่าแหละ คนพวกเดียวกัน มันก็อยู่ด้วยกันได้ไง ตอแหล ไร้สาระเหมือนกันไง,0
พอเถอะ อย่ามาตอแหลกับกูอีกเลย ไม่ได้อยู่ในฐานะที่ต้องมานั่งโกหกกันแล้วอ่ะ,1
ชีวิตเหมือนเกิดมานอนโง่ๆแล้วตายจากไป..,0
การเปิดใจกลับกลายเป็นความโง่,0
หลายคนวิเคราะห์มีหลักการมาก แต่เราก็ไม่เข้าใจอยู่ดีค่ะ เราโง่,0
ไม่อยากไปรร.อ่ะ ปวดหัว ปวดตีนปวดตีนด้วยความโครตโง่,0
เหี้ยไม่พอ โง่ซ้ำซาก,1
เจ้าภาพมาเลเซียแม่งโง่วะ ยุคโซเชี่ยลแทนที่จะทำดีๆ คนจะได้กลับไปท่องเที่ยวอัก นี่เหี้ยทั้งโรงแรม ทั้งน้ำใจ.,1
- ยอมให้ ไม่ได้หมายความว่าโง่,0
อย่าไปโชว์ความโง่ของตัวเองให้คนอื่นดูเลย,0
แล้วอีกอย่างนะ เห็นคนนั้น คนนี้ทำอะไรแล้วได้เงิน พอทำเองบ้างเสือกเจ๊ง แล้วมาว่าคนไม่ดี โง่เองป่าววะ,0
มีเวลาก็หัดศึกษาเองบ้างสิคะ อิโง่ คนเค้ารู้เค้าถึงตอบ ไม่รุแล้วมาเหวี่ยงใช่เรื่องป่ะ ทุเรส ออกงานมีเวลาก็หัดดูเอง ไม่ใช่รอให้คนอื่นมาประเคน,1
ประชาชนเลว ประชาชนชอบใส่ร้าย ประชาชนโง่ ประชาชนถูกจ้างมา ทหารคนดีมากครับ pic.twitter.com/9fyoibuglx,1
ทำไมมันชอบบ่นว่าตัวเองอ้วน ควรบ่นความตอแหลตัวเองมากกว่า,1
ใน ทวต. นี่มันก็ฮาดีนะมันจะมีคนโง่ในโง่อีกที ที่คนฟอลเยอะๆและทำตัวเหมือนรู้ทุกสิ่งอะ แต่เสือกเป็นคนที่โง่มากๆในสายตาของคนที่รู้ความจริง,1
อวยพรไปงั้นอ่ะ ในใจกูแช่งให้พวกมึงไปกันไม่รอดอยู่ รู้ไว้ไอ่โง่,1
ไม่มีสัจจะในหมู่คนเลวนะอีหนู!!!,0
ยามบ้านเมืองวิกฤติ ดี เลว ถูก ผิด มองไม่ชัด มีแต่ แข็ง อ่อน สูง ต่ำ รวย จน และผู้พิชิตคือวีรบุรุษ ผู้แพ้คือโจร (โจโฉ),0
เห็นแฟนเปลี่ยนสีผม นี่เลยไปทำสีบ้าง สีพลาดไปรอบนึงต้องแก้ใหม่ สุดท้ายสีที่ได้ก็ไม่ได้เลวร้ายอะไรนะ แค่ไม่ใช่สีที่เลือกไว้ตอนแรกแค่นั้น,0
ความจริงแม่งก็เลวไม่ต่างกันมากหรอก,1
"ยิ่งโตยิ่งเชื่อในประโยคที่ว่า ""โลกแม่งจะสอนให้เราเลวขึ้น""",0
อย่างน้อยช่วงเวลาที่เลวร้ายที่สุดในชีวิต มันทำให้เราได้เรียนรู้ว่าทุกปัญหามีทางออกเสมอ ไม่ว่าปัญหานั้นจะเล็กหรือใหญ่เพียงใด,0
ไม่มีใครดีที่สุด ไม่มีใครเลวที่สุด ถ้ายังรู้จักกันไม่ถึงที่สุด,0
ทำดีมาทั้งชีวิต พลาดครั้งเดียวกลายเป็นเลวไม่มีชิ้นดี,0
คำพูดนี่มีพลังจริงๆคนที่พูดเอาดีเข้าตัวเอาชั่วให้คนอื่น ทั้งที่ฝ่ายดีก็ชั่วพอกัน แต่แค่ไม่มีคนเล่า คนก็มองว่าฝ่ายชั่วว่าเลวอยู่ฝ่ายเดียวละ,0
ผู้ชายคนนึงบนรถเมล์พูดว่าแฟนซื้อของให้บ่อยราคาแพงๆ ไม่ได้ดูน่าอิจฉานะ ดูเหี้ยอะ แมงดา,1
"ถึงเป็นเหี้ยเป็นยักษ์ยังรักลูก
มึงต้องถูกสาบแช่งแรงกว่าเหี้ย
จิตใจเลวร้ายไม่ไหวจะเคลียร์
อิหัวใจต่ำเตี้ยกว่าโคลตม
#กูยังโกรธ",1
อีสิวเลว เหมือนรู้เลยนะว่าจะเปิดเทอมแล้ว แย่งกันขึ้นเชียว! ขอบคุณจ้ะ,0
