text,class,text_clean
ไม่สงบ เพราะไม่มีการเลือกตั้งนี่แหละ สัด ,0,ไม่ สงบ   เพราะ ไม่ มี การ เลือก ตั้ง นี่แหละ   สัด  
แอร์เย็นสัด แต่เหงื่อท่วม,0,แอร์เย็นสัด   แต่ เหงื่อท่วม
"""ผมก็ยังมองว่า รัฐบาลเผด็จการฟังประชาชนมากกว่ารัฐบาลเลือกตั้งเสียด้วยซ้ำ"" อีสัด กูขรรม",0,"""ผม ก็ ยัง มองว่า   รัฐบาลเผด็จ การ ฟังประชาชน มากกว่า รัฐบาลเลือก ตั้ง เสียด้วย ซ้ำ""   อี สัด   กู ขรรม"
กูไม่ได้ใจกว้างขนาดนั้นนะไอ้สัด,1,กู ไม่ ได้ ใจ กว้าง ขนาด นั้น นะ ไอ้สัด
ตอนเล่นกีฬาละแบบเหงื่อท่วม กูแทบลงไปกองตรงนั้นจ้า หล่อสัด,0,ตอนเล่นกีฬา ละ แบบ เหงื่อท่วม   กู แทบลง ไป กอง ตรง นั้น จ้า   หล่อสัด
เป็นคนโง่อะสัด ไม่ใช่ว่าเห้ยจะพูดแบบนี้ทำไม อีสัดกุโง่ก็คือกุโง่ ไม่ได้มาถ่อมตัวใดๆ,1,เป็น คนโง่อะสัด   ไม่ใช่ ว่า เห้ย จะ พูด แบบ นี้ ทำไม   อี สัดกุโง่ ก็คือ กุโง่   ไม่ ได้มา ถ่อมตัว ใดๆ
พออีสัด กูจะไม่ตอบมึงแล้ว หงุดหงิด,0,พอ อี สัด   กู จะ ไม่ ตอบ มึง แล้ว   หงุดหงิด
กู รู้ มึง หวังปรปักษ์ ข้างบ้านกู สัด สันดาน ไอ้ บ้านหลังเขียว,1,กู   รู้   มึง   หวังปรปักษ์   ข้าง บ้าน กู   สัด   สันดาน   ไอ้   บ้าน หลัง เขียว
พัฒนาสายไฟ และการจราจรในกรุงเทพด้วยอีสัด,1,พัฒนาสายไฟ   และ การ จราจร ใน กรุงเทพ ด้วย อี สัด
กูจะไม่คุยกับมึงและอีสัด จะเป็นจะตายเรื่องมึงเลย,1,กู จะ ไม่ คุย กับ มึง และ อี สัด   จะ เป็น จะ ตายเรื่อง มึง เลย
อารมณ์ประมาณว่าแบบอีนี้มันแรดนะ อยากเตือนแล้วแม่งซื่อบื้อไม่รู้จริงๆหรอว่าเค้ามาอ่อยมึง สัด,1,อารมณ์ ประมาณ ว่า แบบ อี นี้ มัน แรด นะ   อยาก เตือน แล้ว แม่งซื่อบื้อ ไม่ รู้ จริงๆ หรอ ว่า เค้า มา อ่อย มึง   สัด
ทำตัวเป็นคนดี เข้าวัดทำบุญ นั่งปฏิบัติธรรม ไปตายเถอะไอ้สัด,1,ทำตัว เป็น คนดี   เข้า วัดทำบุญ   นั่ง ปฏิบัติ ธรรม   ไป ตาย เถอะ ไอ้สัด
แฟนคลับนี่ก็รวยสัด ซื้อริโมว่าให้ อหใบเกือบแสน,0,แฟนคลับ นี่ ก็ รวยสัด   ซื้อริโม ว่า ให้   อหใบ เกือบ แสน
ฝัน ? เลือกตั้งให้ได้ก่อนเถอะอีสัด บริหารเศรษฐกิจด้วยรถทหารเหรอ twitter com/pannikawanich/…,1,ฝัน   ?   เลือก ตั้ง ให้ ได้ ก่อน เถอะ อี สัด   บริหารเศรษฐกิจ ด้วย รถทหารเหรอ   twitter   com / pannikawanich /…
ฝากบอกเค้าทีว่าอย่ามาเสือกกับไอจีกูไพรเวทคือไพเวทอ่านไม่ออกก้ไปตายสะอีสัดดด,1,ฝาก บอก เค้า ที ว่า อย่า มา เสือก กับ ไอจี กู ไพรเวท คือ ไพเวทอ่าน ไม่ ออก ก้ ไป ตายสะ อี สัดดด
6พันนี่เปิดโอกาสสัด สำหรับคนรวย,0,6 พัน นี่ เปิด โอกาสสัด   สำห รับ คนรวย
แข่งกับแขก กรรมการยังเสือกแขกอีก เป่าเอียงแค่ไหนถามใจเธอดู สัด,1,แข่ง กับ แขก   กรรม การ ยัง เสือกแขก อีก   เป่าเอียง แค่ไหน ถามใจ เธอ ดู   สัด
แต่งตัวประหนึ่งดารา สัด กูไม่ได้เขียนคิ้ว มันต้องหายนะมากแน่ๆ,0,แต่ งตัวประ หนึ่ง ดารา   สัด   กู ไม่ ได้ เขียน คิ้ว   มัน ต้อง หาย นะ มาก แน่ ๆ
แบบนี้มึงก็ปิดประเทศแข่งไปเลยอีสัด เอาให้ได้ทุกเหรียญเลย  อีควัย,1,แบบ นี้ มึง ก็ ปิด ประเทศแข่ง ไป เลย อี สัด   เอา ให้ ได้ ทุก เหรียญ เลย    อี ควัย
ตื่นขึ้นมาพร้อมกับความสดชื่นของเงินในบัญชี  มนุดเงินเดือนสัดๆ,0,ตื่น ขึ้น มา พร้อมกับ ความ สดชื่น ของ เงิน ใน บัญชี    มนุดเงินเดือนสัด ๆ
อีสัดสวยหรอ คนชอบเต็มไปหมด 55555,1,อี สัดสวยหรอ   คนชอบ เต็มไปหมด   55555
รถเมล์ขับแข่งกันอีสัดกลัวมาก,0,รถเมล์ขับแข่ง กัน อี สัดกลัว มาก
มาทำให้โมโห อยากมีประเด็นนักนะสัด,1,มา ทำให้ โมโห   อยาก มี ประเด็น นัก นะ สัด
นี่เงินเดือนหรือตังทอนไอสัด555555555,0,นี่ เงินเดือน หรือ ตังทอนไอสัด 555555555
ไม่เคยทำอะไรสุดสักอย่าง เริ่มมาดีตลอดพอจะปิดจ๊อบ ไอสัด มีปัญหา ทุกงานเลย พรีเซ้นต์อย่างขนลุก ทำออกมาอย่างหมา555555555,1,ไม่ เคย ทำ อะไร สุด สัก อย่าง   เริ่ม มา ดี ตลอด พอจะ ปิด จ๊อบ   ไอสัด   มี ปัญหา   ทุก งาน เลย   พรีเซ้นต์ อย่าง ขนลุก   ทำ ออก มา อย่าง ห มา 555555555
กูดูคลิปแข่งเทแล้วโมโหอ่ะ โกงหน้าด้านๆเลยอ่ะ โกงแบบไม่อายอะไรทั้งนั้น ไอสัด โมโหแทนนักกีฬาไทย,0,กู ดูคลิปแข่งเท แล้ว โมโหอ่ะ   โกงหน้า ด้าน ๆ เลย อ่ะ   โกง แบบ ไม่ อาย อะไร ทั้งนั้น   ไอสัด   โมโหแทน นัก กีฬาไทย
เสียเวลาสัดๆเลย ถ้ากูรู้ว่าม ปลายที่นี่แม่งห่วยขนาดนี้ กูก็ไม่อยากจะเลือกเรียนต่อหรอก แต่กูไม่มีทางเลือก,1,เสีย เวลาสัด ๆ เลย   ถ้า กู รู้ ว่า ม   ปลาย ที่ นี่ แม่งห่วยขนาด นี้   กู ก็ ไม่ อยาก จะ เลือกเรียน ต่อ หรอก   แต่ กู ไม่ มี ทาง เลือก
กูขอสาปแช่งให้มึงไม่มีความสุข ให้ชีวิตมึงมีแต่เรื่องน่าหงุดหงิด ทำอะไรก็ติดๆขัดๆ ไม่มีอะไรได้ดั่งใจมึง มึงจะต้องหัวเสียกับทุกเรื่อง อีเน็ตหอ,1,กู ขอ สาปแช่ง ให้ มึง ไม่ มี ความ สุข   ให้ ชีวิต มึง มีแต่ เรื่อง น่า หงุดหงิด   ทำ อะไร ก็ ติด ๆ ขัด ๆ   ไม่ มี อะไร ได้ ดั่ง ใจ มึง   มึง จะ ต้อง หัว เสีย กับ ทุก เรื่อง   อี เน็ตหอ
โกงแบบนี้ ชาตินี้ชาติหน้าหรือชาติไหนๆ ขอสาปแช่งเลยให้ไม่เจริญ กรรมใดที่ก่อกับกูขอให้คืนอื่นมาโกงมึงต่อให้เหมือนที่ทำกับกู,1,โกง แบบ นี้   ชาติ นี้ ชาติหน้า หรือ ชาติ ไหนๆ   ขอ สาปแช่ง เลย ให้ ไม่ เจริญ   กรรมใด ที่ ก่อ กับ กู ขอ ให้ คืน อื่น มา โกง มึง ต่อ ให้ เหมือน ที่ ทำ กับ กู
เพื่อนบางคน กูก็แช่งให้ตกเขาตาย,1,เพื่อ น บาง คน   กู ก็ แช่ง ให้ ตก เขา ตาย
ฉันไม่รู้ว่าแกต้องการอะไร แต่ถ้าเมมเบอร์หรือใครสักคนเป็นอะไรฉันขอแช่งให้ชีวิตแกเหมือนลงนรกทุกๆวัน ดีดดิ้นแล้วก็จมความเกลียดของตัวเองตายไปซะ,1,ฉัน ไม่ รู้ ว่า แก ต้อง การ อะไร   แต่ถ้า เมมเบอร์ หรือ ใคร สักคน เป็น อะไร ฉัน ขอ แช่ง ให้ ชีวิต แก เหมือนลงนรก ทุกๆ วัน   ดีดดิ้น แล้ว ก็ จม ความ เกลียด ของ ตัว เอง ตาย ไป ซะ
ไม่ได้แช่งนะ แต่มงไม่ลงหรอก(หมายถึงอันดับหนึ่ง) มันเป็นเรื่องของการเมือง,0,ไม่ ได้ แช่ง นะ   แต่ มง ไม่ ลง หรอก(ห มา ย ถึง อัน ดับ หนึ่ง )   มัน เป็น เรื่อง ของ การ เมือง
ตายให้หมด สาบแช่งแม่งสัตว์นรก,1,ตาย ให้ หมด   สาบแช่งแม่งสัตว์นรก
ระดับกากเดนเผด็จการ ถอดใจสิ้นหวังหน่วยปราบโกงเกียร์ว่าง ต้องพึ่งพาการสาปแช่งแทนหน่วยงานปราบปรามคอรัปชั่น pic twitter com/0lj6psphqy,1,ระดับกากเดนเผด็จ การ   ถอดใจ สิ้น หวังหน่วยปราบโกงเกียร์ ว่า ง   ต้อง พึ่ง พา การ สาปแช่งแทนหน่วยงานปราบปรามคอรัปชั่น   pic   twitter   com / 0 lj 6 psphqy
ใครขโมยไปนะขอแช่งให้มันช็อตละระเบิดใส่,1,ใคร ขโมย ไป นะ ขอ แช่ง ให้ มัน ช็อต ละ ระเบิดใส่
ขอสาปแช่งให้ตายอย่างทรมาน,1,ขอ สาปแช่ง ให้ ตาย อย่าง ทร มา น
จริงๆ ก็เห็นข่าวการเมืองเห็นวีรกรรมพีคๆ ของ รบ ชุดนี้ตลอด หงุดหงิดเหมือนกันที่ทำอะไรไม่ได้ นอกจากด่าสาบแช่งกับเพื่อนไปวันๆ เห้อ,1,จริงๆ   ก็ เห็น ข่าว การ เมือง เห็น วีรกรรมพีค ๆ   ของ   รบ   ชุด นี้ ตลอด   หงุดหงิดเหมือน กัน ที่ ทำ อะไร ไม่ ได้   นอกจาก ด่าสาบแช่ง กับ เพื่อ น ไป วัน ๆ   เห้อ
ขอสาปแช่งให้ลุงเหี้ยๆแบบมึงโดนรถชนตาย,1,ขอ สาปแช่ง ให้ ลุงเหี้ย ๆ แบบ มึง โดนรถชนตาย
สมควรแล้วแหละที่คนแบบนี้จะโดนพี่น้องตัวเองเผาพริกเผาเกลือสาปแช่งสมควร,1,สม ควร แล้ว แหละ ที่ คน แบบ นี้ จะ โดนพี่น้องตัว เอง เผาพริกเผาเกลือสาปแช่งสม ควร
ขอสาปแช่งให้ร้านข้าวแถวบ้านปิดให้หมด,1,ขอ สาปแช่ง ให้ ร้าน ข้า วแถวบ้าน ปิด ให้ หมด
อิรถเมล์ที่สูบบุหรี่ในรถวันฝนตกนี่เมื่อไหร่มันจะตายว่ะ ถ้าไม่ตายกุจะช่วยแช่งมึงเอง อยากเอาบุหรี่จี้คอมึงจริงๆ,1,อิรถเมล์ ที่ สูบบุหรี่ ใน รถ วัน ฝนตก นี่ เมื่อไหร่ มัน จะ ตายว่ะ   ถ้า ไม่ ตายกุ จะ ช่วย แช่ง มึง เอง   อยาก เอา บุหรี่จี้คอ มึง จริงๆ
แล้วหัวก็เหมือนควัน ขอสาบแช่งแกหมูทอด จงตกเป็นอาหารของฉันทุกชาติไป,0,แล้ว หัว ก็ เหมือนค วัน   ขอ สาบแช่ง แก หมูทอด   จง ตก เป็น อาหาร ของ ฉัน ทุก ชาติ ไป
"ถ้าพุทธแท้ต้องไปด่าทอ สาปแช่ง ศพคนที่มีความคิดเห็นทางความคิด , ศาสนา , การเมือง ฯลฯ กูขออยู่แบบเหี้ยๆไม่มีศาสนาดีกว่า",1,"ถ้า พุทธ แท้ ต้อง ไป ด่าทอ   สาปแช่ง   ศพคน ที่ มี ความ คิด เห็น ทาง ความ คิด   ,   ศาสนา   ,   การ เมือง   ฯลฯ   กู ขอ อยู่ แบบ เหี้ย ๆ ไม่ มี ศาสนาดี กว่า"
อ่ะเห็นเม้นนึงละอยากสาปแช่งเลยอ่ะ เป็นห่าอะไรนักหนาเหรอ เป็นอะไรอ่ะมึงเป็นอะไร,1,อ่ะ เห็น เม้นนึง ละ อยาก สาปแช่ง เลย อ่ะ   เป็น ห่า อะไร นัก หนาเหรอ   เป็น อะไร อ่ะ มึง เป็น อะไร
แช่งให้พวกมึงสูญพันธ์ุนะแมลงสาบ,0,แช่ง ให้ พวกมึง สูญพันธ์ุ นะ แมลงสาบ
ไม่อยากจะแช่งให้มึงตกนรก แต่อยากแช่งให้ผลกรรมตามสนองมึงตอนนี้เดี๋ยวนี้,0,ไม่ อยาก จะ แช่ง ให้ มึง ตกนรก   แต่ อยาก แช่ง ให้ ผล กรรม ตาม สนอง มึง ตอน นี้ เดี๋ยว นี้
สาปแช่งทุกคนที่เผาหญ้าตอนกลางคืน กลิ่นควันเข้าบ้าน นี่ก็หลอน ต้องเดินตามดู ว่าบ้านกุไฟไหม้ตรงไหนรึเปล่า,0,สาปแช่ง ทุกคน ที่ เผาหญ้าตอนกลางคืน   กลิ่นค วัน เข้า บ้าน   นี่ ก็ หลอน   ต้อง เดิน ตาม ดู   ว่า บ้านกุไฟไหม้ ตรง ไหน รึ เปล่า
ผู้ชายห่าไร ไม่ทำซักอย่าง โยนงานมาให้ผู้หญิง,1,ผู้ ชายห่า ไร   ไม่ ทำซัก อย่าง   โยนงาน มา ให้ ผู้ หญิง
คนที่มันใส่ร้ายพี่ฉัน ขอให้ลูกมันเป็นใบ้ ไม่ยากแช่ง เเต่เเม่งคนพวกนี้มันสมควรโดน,1,คน ที่ มัน ใส่ร้ายพี่ ฉัน   ขอ ให้ ลูก มัน เป็น ใบ้   ไม่ ยาก แช่ง   เเต่เเม่งคน พวกนี้ มัน สม ควร โดน
กูนอนอธิฐานสาปแช่งมึงทุกคืนไม่ต้องห่วง ถ้ากูทำไสยศาสตร์ใส่มึงได้กูทำไปนานแล้ว,1,กู นอนอธิฐานสาปแช่ง มึง ทุก คืน ไม่ ต้อง ห่วง   ถ้า กู ทำไสยศาสตร์ใส่ มึง ได้ กู ทำ ไป นาน แล้ว
กูแช่งให้เลิกกันทุกวันเลยอะ เลวก็เลวเถอะ แต่กูสบายใจ,1,กู แช่ง ให้ เลิก กัน ทุกวัน เลย อะ   เลว ก็ เลว เถอะ   แต่ กู สบาย ใจ
จัดแบบนี้เค้าแช่งประเทศมึงล่มจมไปไหนต่อไหนละน่ะ,1,จัด แบบ นี้ เค้าแช่งประเทศ มึง ล่มจม ไป ไหน ต่อ ไหน ละ น่ะ
เกิดอะไรขึ้นกับผู้กูกูจะแช่งมึงพันชาติล้านชาติเลยคอยดู  หนึ่งรอยขีดข่วนเท่ากับหนึ่งภพหนึ่งชาติ,1,เกิด อะไร ขึ้น กับ ผู้ กู กู จะ แช่ง มึง พันชาติล้านชาติ เลย คอยดู    หนึ่ง รอยขีดข่วน เท่ากับ หนึ่ง ภพ หนึ่ง ชาติ
อิคนไหนซื้อไปปั่นราคาในอเมซอนกูแช่งให้บ้านมึงไฟไหม้จริงๆด้วยเอ้า,1,อิคน ไหน ซื้อ ไป ปั่นราคา ใน อเมซอน กู แช่ง ให้ บ้าน มึง ไฟไหม้ จริงๆ ด้วย เอ้า
ต่อให้กูจะเกลียดมึงแค่ไหนกูก็จะไม่แช่งมึง แต่กูจะรอดูวันที่มึงโดนคนอื่นทำกับมึงเหมือนที่มึงทำกับกูละกัน,0,ต่อ ให้ กู จะ เกลียด มึง แค่ไหน กู ก็จะ ไม่ แช่ง มึง   แต่ กู จะ รอดู วัน ที่ มึง โดนคน อื่น ทำ กับ มึง เหมือน ที่ มึง ทำ กับ กู ละ กัน
ลับหลังจะสาปแช่งชั้นแค่ไหนก็ทำไปเหอะ แต่ทวิตให้เห็นแล้วลบนี่เป็นคนยังไงอ่ะ,0,ลับ หลัง จะ สาปแช่งชั้น แค่ไหน ก็ ทำ ไป เหอะ   แต่ ทวิต ให้ เห็น แล้ว ลบ นี่ เป็น คน ยังไง อ่ะ
เราไม่เข้าใจคนที่ไปดูหนังแล้วชอบถีบเบาะคนข้างหน้า คือเกรงใจกูบ้าง ถีบอยู่ได้ ขายาวมากหรอ เดี๋ยวแช่งแช่งขาขาดแม่ง ฟวย,1,เรา ไม่ เข้าใจ คน ที่ ไป ดูหนัง แล้ว ชอบถีบเบาะคน ข้าง หน้า   คือ เกรงใจ กู บ้าง   ถีบ อยู่ ได้   ขา ยาว มาก หรอ   เดี๋ยวแช่งแช่งขา ขาด แม่ง   ฟวย
ควยกูเกิดอยู่เมืองไทย  ไอ้ควาย  ไอ้ควาย  ไอควาย  กูเกิดเป็นคนไทย  ไอ้ควาย,1,ควย กู เกิด อยู่ เมืองไทย    ไอ้ควาย    ไอ้ควาย    ไอควาย    กู เกิด เป็น คนไทย    ไอ้ควาย
ไอเหี้ย มายาหัวควย มึงทำแบบนี้กับกูได้ยังไง  แล้วพรุ่งนี้กูจะเอาไรไปส่งมึงค้างแบบนี้อะ สัสเหี้ย,1,ไอเหี้ย   มา ยาหัวควย   มึง ทำ แบบ นี้ กับ กู ได้ ยังไง    แล้ว พรุ่ง นี้ กู จะ เอา ไร ไป ส่ง มึง ค้าง แบบ นี้ อะ   สัสเหี้ย
จะเอาพระสงฆ์มาอบรมการใช้สื่อโซเชียลนี่นะ ก่อนจะเอามาอบรม ไปบอกพระสงฆ์บางคนที่ถ่ายควยลงทวิตก่อน,1,จะ เอา พระสงฆ์ มา อบรม การ ใช้ สื่อโซเชียล นี่ นะ   ก่อน จะ เอา มา อบรม   ไป บอก พระสงฆ์ บาง คน ที่ ถ่ายควยลงทวิต ก่อน
เป็นควยไร บ้านไม่รักหรอ โตเป็นควายละ ยังทำนิสัยส้นตีนๆ เรียกร้องความสนใจอยู่นั่นแหละ อีสัส รำคาญ,1,เป็น ควย ไร   บ้าน ไม่ รักหรอ   โต เป็น ควาย ละ   ยัง ทำนิสัยส้นตีน ๆ   เรียก ร้อง ความ สนใจ อยู่ นั่นแหละ   อี สัส   รำคาญ
เกลียดมึงอ่ะ ไม่ได้เกลียดมากนะ แค่เกลียดจนอยากจะเอาน้ำกรดมาสาดมึงมากอ่ะ ควยยยยย,1,เกลียด มึง อ่ะ   ไม่ ได้ เกลียด มาก นะ   แค่ เกลียดจน อยาก จะ เอา น้ำกรด มา สาด มึง มาก อ่ะ   ควยยยยย
กองเชียร์พร้อม  กองแช่งพร้อม  ,0,กองเชียร์ พร้อม    กองแช่ง พร้อม   
ควยยยย อีเกมเหี้ย แดกแต่ตัง เดี๋ยวเวลตันกุจะเลิกเล่นละไอ้สัด เน็ต4gเสือกแลค มึงจะให้กุใช้เอดเล่นรึไงไอ้ห่า  ขอโทษที่หยาบคาย เกมหัวควย ลินเนจ,1,ควยยยย   อี เกมเหี้ย   แดก แต่ ตัง   เดี๋ยวเวลตันกุ จะ เลิกเล่น ละ ไอ้สัด   เน็ต 4 g เสือกแลค   มึง จะ ให้ กุ ใช้ เอดเล่น รึ ไง ไอ้ห่า    ขอ โทษ ที่ หยาบคาย   เกมหัวควย   ลินเนจ
พูดออกมาได้ไงวะว่าdenyอะ ประสาทปะอีหัวควยหน้าหีดักดาน คนแบบมึงก็โง่ดักดานจนไปทั้งชาตินั่นแหละควย,1,พูด ออก มา ได้ ไง วะ ว่า deny อะ   ประสาทปะ อี หัวควย หน้าหี ดักดาน   คน แบบ มึง ก็ โง่ดักดานจน ไป ทั้ง ชาติ นั่นแหละ ควย
ถ้ามีตังซื้อตั๋วเครื่องบินไปร่วมกลุ่มกับพวกมุสลิมได้กูเอาชีวิตไปทิ้งล่ะควย,1,ถ้า มี ตังซื้อตั๋วเครื่องบิน ไป ร่วม กลุ่ม กับ พวก มุสลิม ได้ กู เอา ชีวิต ไป ทิ้งล่ะควย
บางทีก็ตัวสื่อเองนั่นแหละ ที่ชอบเอาเรื่องราวเสื่อมๆในโซเชียล ออกมานำเสนอมาขยี้ให้มันดังไปอีก แล้วก็ออกมาบอกว่าสังคมเสื่อม 555 ควย,1,บางที ก็ ตัวสื่อ เอง นั่นแหละ   ที่ ชอบ เอา เรื่องราวเสื่อม ๆ ใน โซเชียล   ออก มา นำ เสนอ มา ขยี้ ให้ มัน ดัง ไป อีก   แล้ว ก็ ออก มา บอกว่า สังคมเสื่อม   555   ควย
อีดอกกูก็ไม่ค่อยเข้าใจตรรกะต้องพูดดีก่อนคนอื่นถึงจะพูดดีกลับกูก็พูดมีหางเสียงตลอดนะแล้วทำไมมึงพูดกะกูไม่ดี  ควย,1,อีดอก กู ก็ ไม่ค่อย เข้าใจ ตรรกะ ต้อง พูด ดี ก่อน คน อื่น ถึงจะ พูด ดี กลับ กู ก็ พูด มี หาง เสีย ง ตลอด นะ แล้ว ทำไม มึง พูด กะ กู ไม่ ดี    ควย
หอยไม่สวยควยไหนจะใส่ pic twitter com/8vthrhngfq,1,หอย ไม่ สวยควย ไหน จะ ใส่   pic   twitter   com / 8 vthrhngfq
อีคนขับรถอีผี อีเปรต เกลียดมึงร้อนชิบหาย ยืนรอตั้งนานไม่รับกู ควย,1,อี คนขับรถ อี ผี   อี เปรต   เกลียด มึง ร้อนชิบหาย   ยืนรอ ตั้ง นาน ไม่ รับ กู   ควย
สันดาน ปากหมา เอาแต่ใจ งี่เง่า ควย,1,สันดาน   ปากห มา   เอา แต่ ใจ   งี่เง่า   ควย
งานอ่ะ สนุก กุไม่ด่างานเลย แต่มึงอ่ะ ระยำ พวกมึงอ่ะ หัวควย,1,งานอ่ะ   สนุก   กุ ไม่ ด่างาน เลย   แต่ มึง อ่ะ   ระยำ   พวกมึง อ่ะ   หัวควย
รัฐบาลก็ส้นตรีนมากจัดระเบียบรถตู้หัวควยไรวะ ปปช ลำบากกว่าเดิม ใช้หัวแม่ตีนคิดกันหรอ?,1,รัฐบาล ก็ ส้นตรีน มาก จัด ระเบียบรถตู้หัวควย ไร วะ   ปปช   ลำบาก กว่า เดิม   ใช้ หัวแม่ตีน คิด กัน หรอ?
เกลียดเรื่องที่แบบ นางเอกเห็นควยพระเอกแล้วกรี๊ดๆอะ ดัดจริตเกินไป,0,เกลียดเรื่อง ที่ แบบ   นาง เอก เห็น ควยพระเอก แล้ว กรี๊ด ๆ อะ   ดัดจริต เกิน ไป
ค้าขายไม่ดี เศรษฐกิจหัวควยแบบนี้ รัฐบาลบริหารงานก็ไม่ได้เรืาอง มิซ้ำ  เงินเดือนก็ไม่มี แล้วแบบนี้กูจะเอาเงินที่ไหนมาชำระหนี้ กยศ ว่ะ,1,ค้าขาย ไม่ ดี   เศรษฐกิจหัวควย แบบ นี้   รัฐบาลบริหารงาน ก็ ไม่ ได้ เรืาอง   มิ ซ้ำ    เงินเดือน ก็ ไม่ มี   แล้ว แบบ นี้ กู จะ เอา เงิน ที่ไหน มา ชำระห นี้   กยศ   ว่ะ
รัฐบาล หัวควย กุเกลียดรัฐบาลชุดนี้เข้าทุกทีแล้ว เป็นอะไรมากไหม๊ คนจนไม่มีจะแดกอยู่แล้วยังมาหาแต่วิธีแกล้งคนจน    fb me/ubivnnky,1,รัฐบาล   หัวควย   กุเกลียดรัฐบาลชุด นี้ เข้า ทุกที แล้ว   เป็น อะไร มาก ไหม๊   คนจน ไม่ มี จะ แดก อยู่ แล้ว ยัง มา หา แต่ วิธี แก ล้งคนจน      fb   me / ubivnnky
หัวควยอีสัด แม่มึงสอนให้เป็นคนงี้หรอ อีส้นตีน,1,หัวควย อี สัด   แม่ มึง สอน ให้ เป็น คนงี้หรอ   อี ส้นตีน
ควยไร คิดว่ากุโง่ขนาดนั้นเลยอ่อ มึงไม่หลานมึงหรอก ฉลาดเป็นกรดเลยย,1,ควย ไร   คิดว่า กุโง่ขนาด นั้น เลย อ่อ   มึง ไม่ หลาน มึง หรอก   ฉลาด เป็น กรด เลย ย
อีสัส เข้ามาทะเลาะกันในครัว ลูกค้าอยู่ข้างนอกเต็มไปหมด พอกูพูดเสือกไม่พอใจ ส้นตีน รอบแรกไม่พอ มีรอบสองอีก ควย,1,อี สัส   เข้า มา ทะเลาะ กัน ใน ครัว   ลูกค้า อยู่ ข้าง นอก เต็มไปหมด   พอ กู พูด เสือก ไม่ พอ ใจ   ส้นตีน   รอบ แรก ไม่ พอ   มี รอบสอง อีก   ควย
ควยเป็นเหี้ยอะไรนักหนา โคตรแม่งถ้าอยู่บ้านแล้วทะเลาะกันแบบนี้กูจะหนีไปไกลๆแม่ง ชิบหาย,1,ควย เป็น เหี้ย อะไร นัก หนา   โคตรแม่ง ถ้า อยู่ บ้าน แล้ว ทะเลาะ กัน แบบ นี้ กู จะ หนี ไป ไกลๆ แม่ง   ชิบหาย
กี่รัฐบาลผ่านมา การจัดการน้ำก็เหี้ยเหมือนเดิม จริงๆมีตัวอย่างจากรฐบ ก่อนก็ควรปรับปรุงให้มันดีขึ้นป่ะ นี่ซ้ำรอยเดิม ย่ำอยู่ที่เดิม ควย,1,กี่รัฐบาล ผ่าน มา   การ จัดการ น้ำ ก็ เหี้ยเหมือนเดิม   จริงๆ มี ตัว อย่าง จาก รฐบ   ก่อน ก็ ควร ปรับ ปรุง ให้ มัน ดี ขึ้น ป่ะ   นี่ ซ้ำรอยเดิม   ย่ำ อยู่ ที่ เดิม   ควย
มาเชิญชวนให้ใช้รถโดยสารประจำทาง หัดมองคุณภาพหน่อยยิ่งรถเมล์คนขับส้นตีนมากใครอยากจะไปใช้ รัฐบาลวันๆก็เอาแต่แดกภาษี ควย,1,มา เชิญชวน ให้ ใช้ รถ โดย สารประ จำ ทาง   หัด มอง คุณ ภาพ หน่อย ยิ่ง รถเมล์คนขับส้นตีน มาก ใคร อยาก จะ ไป ใช้   รัฐบาล วัน ๆ ก็ เอา แต่ แดกภาษี   ควย
ด่ามา ด่ากลับไม่โกง แท็กซี่เหลืองเขียว หัวควย จะไม่ให้ตะโกนได้ไง วันๆหนึ่งมันมีคนเหี้ยๆแบบพวกมึงกี่คนละ,1,ด่า มา   ด่า กลับ ไม่ โกง   แท็กซี่ เหลือ งเขียว   หัวควย   จะ ไม่ ให้ ตะโกน ได้ ไง   วัน ๆ หนึ่ง มัน มี คนเหี้ย ๆ แบบ พวกมึง กี่คน ละ
รถไฟจีนนี่ก็เหี้ย ล่าสุดจีนบังคับให้ใช้สถาปนิกตัวเอง แต่ไม่ยอมให้สถาปนิกมาสอบวัดความรู้ของทางไทย รัฐบาลไทยก็เสือกยอม หัวควยจริงๆ สัสนายก,1,รถไฟจีน นี่ ก็ เหี้ย   ล่าสุด จีนบังคับ ให้ ใช้ สถาปนิกตัว เอง   แต่ ไม่ ยอม ให้ สถาปนิก มา สอบวัด ความ รู้ ของ ทาง ไทย   รัฐบาลไทย ก็ เสือก ยอม   หัวควย จริงๆ   สัส นาย ก
ควรจะยอมรับได้สักทีป่าววะ ว่าฝีมือบริหารเศรษฐกิจ/บริหารเงินของรัฐบาลทหาร แม่งเหี้ยและกากมาก ไม่ใช่หลับหูหลับตาอวย อีควย,1,ควร จะ ยอมรับ ได้ สัก ที ป่าววะ   ว่า ฝีมือบริหารเศรษฐกิจ/บริหารเงิน ของ รัฐบาลทหาร   แม่งเหี้ย และ กาก มาก   ไม่ใช่ หลับหูหลับตาอวย   อี ควย
