,Tweet
339,ไอ้พวกที่เรียกร้องให้ล้างหนี้ กยศ.แม่งคือพวกที่เห็นแก่ตัวเอาเปรียบสังคม คนพวกนี้อย่าคิดว่าแม่งจะมาพัฒนาบ้านเมืองเลย แค่เป็นหนี้มึงพวกยังไม่คิดจะใช้เลย นักการเมืองคนใหนคิดเรื่องนี้แม่ง.....
340,@badstory96 ไอ้พวกที่เรียกร้องให้ล้างหนี้ กยศ.แม่งคือพวกที่เห็นแก่ตัวเอาเปรียบสังคม คนพวกนี้อย่าคิดว่าแม่งจะมาพัฒนาบ้านเมืองเลย แค่เป็นหนี้มึงพวกยังไม่คิดจะใช้เลย นักการเมืองคนใหนคิดเรื่องนี้แม่ง.....
341,เรื่องล้างหนี้กยศ เรียนมหาลัยฟรีคือไม่มีความเห็นเลยอะ ไม่เคยกู้เลยไม่เข้าใจความยากลำบากของคนที่ต้องเจียดเงินมาผ่อนจ่ายหลังเรียนจบ แต่ส่วนตัวรู้สึกชอบระบบการเรียนในมหาวิทยาลัยมาก อยากให้ทุกคนที่สนใจได้มีโอกาสสัมผัสประสบการณ์นี้ด้วยจริงๆ
342,"3 กีบ ไม่ปลิ้ม
Drama Addict เห็นต่าง!!
กรณี ล้างหนี้กยศ. ยื่นกฎหมายให้รัฐรับหนี้แทน
ตัดโอกาสการศึกษาผู้อื่น

#ล้างหนี้กยศ
#ล้มเจ้า
#สนับสนุน112
#สนับสนุนม112 "
343,@TonsTweetings ผมเคยเล่าแบบนี้ให้คนสนับสนุนล้างหนี้ กยศ ไปแล้ว แต่โดนด่าว่าคนชนชั้นกลางไปกดขี่คนจน จนผมรำคาญจึงลบข้อความทิ้ง
344,"3 กีบ ไม่ปลิ้ม
Drama Addict เห็นต่าง!!
กรณี ล้างหนี้กยศ. ยื่นกฎหมายให้รัฐรับหนี้แทน #ปลดแอกล้มสถาบัน  #สนับสนุนม112 "
345,"3 กีบ ไม่ปลื้ม Drama Addict เห็นต่าง
กรณี ล้างหนี้กยศ. ยื่นกฎหมายให้รัฐรับหนี้แทน
#สนับสนุน112
#สนับสนุนม112 "
346,"ถล่มยับ ล้างหนี้ กยศ.
#สนับสนุน112
#สนับสนุนม112 "
347,เอาสิ๊ มีคนคิดว่าล้างหนี้กยศมาจากส.ส.ท่านนึงเสนอนโยบายเพื่อจะเบี้ยวหนี้ด้วย 55555555
348,สุดจัด เทียบล้างหนี้กยศกับการฆ่าคน
349,@JiPaTaBook @welfarewillwin @sustarumT ขยะที่สุดเท่าที่เคยเห็น บางคนกู้ กยศ แต่ไม่ได้เอาไปใช้เพื่อการศึกษาแบบ 100%ก็มี ความรับผิดชอบบ้าง อ้างรัฐสวัสดิการบ้าง จะเกิดโมเดลนั้นได้ยังไง ในเมื่อคนเป็นหนี้ยังหาวิธีหนีหนี้ที่ตัวเองก่ออยู่เลย อีกหน่อยคงล้างหนี้บ้าน เพราะคิดว่าทุกคนควรมีบ้านฟรี พวกคุณก็แค่ไร้ความรับผิดชอบ
350,@Kengaga3 เงินกยศ.งวดแรกออก​ ไปดาวน์รถมอไซด์​ แล้วทีนี้จะให้ล้างหนี้​ มันเหนแก่ตัวเกินไปมั๊ย
351,"@drama_zc ทีผมเขียนคือ ไม่เห็นด้วนกับการล้างหนี้
กยศ.นะครับ"
352,เป็นหนี้แต่ไม่อยากใช้​ อยากเอาเงินไปใช้อย่างอื่น​ เที่ยว​ซื้อของ​กินของใช้ดีๆ​ แต่หนี้ไม่อยากใช้​ ตอนจะกู้บอกอะไรก็ได้​ ได้ทุกอย่าง​ ได้หทด​ แต่พอจะใช้เสือกบอกไม่อยากใข้  ให้รัฐใข้แทน​ นี่หรอปัญญาชน​ เหนแก่ตัว​​ แย่มากความคิดแบบนี้​ เหนแก่ตัวสุด  หัวหมอสุดๆ#ล้างหนี้กยศ
353,"ไม่เห็นด้วยที่จะล้างหนี้ กยศ. เพราะดอกเบี้ยไม่ได้แพง ไม่ได้ให้จ่ายจบเร็วด้วย จะเริ่มในรุ่นถัดไปก็ได้

แต่อนึ่ง ไทยเป็นประเทศที่พร้อมจะให้เด็กเรียนฟรีและสนับสนุนค่าครองชีพแล้วจริงเหรอ ตราบใดที่ภาษียังเก็บได้ไม่เต็มเม็ดเต็มหน่วย มันยากนะ จะเอาเงินเพิ่มจากไหน จากชนชั้นกลางอีกไหม? "
354,กยศ ที่ต้องกู้คือไม่มีทางเลือก เลยสนับสนุนการล้างหนี้.....?
355,@sakdawutrwong ตกลงยกเลิกหรือล้างหนี้ กยศ ดีไหม?
356,@NorDagPoo @junifactcheck นี่อดออมกัดก้อนเกลือปิดหนี้ กยศ จนหมด // จะล้างหนี้ แคร์คนใช้หนี้หมดบ้าง
357,@sakdawutrwong @MonkeyD43261517 ขอดูโพสต์ที่ว่า พรรคส้มเสนอล้างหนี้ กยศ ซิ เอาที่พรรคเสนอเป็นกลุ่มแรกนะ
358,@2475x112 พวกค้านล้างหนี้ กยศ ไม่สไลด์หน้ามาค้านเรื่องนี้บ่างหรอ
359,จขทว เขาก็บอกอยู่ว่าไม่ได้พูดถึงล้างหนี้กยศ. เขาพูดถึงเงินค่าครองชีพที่เอาไปใช้ นะ ชาวทวิตเตี้ยน คือ ..... 
360,คนที่บอกไม่เอา ล้างหนี้กยศ แต่สนับสนุนเรียนฟรี ไปอยู่ไหนกันหมดหรอ เห็นว่าเห็นด้วยกันตรึมเลยหนิ ทำไมจำนวนคนลงชื่อเพิ่มขึ้นไม่เยอะเลยจากสองวันที่แล้ว สรุปคือพอทำจริง ๆ ให้สนันสนุนเรียนฟรีจริง ๆ ก็เทกันหมด งงค่ะ
361,เคร ไปเสือกแท็ก #.ล้างหนี้กยศ กับคุยกับรุ่นน้องรุ่นพี่ที่รู้จักละ อาจจะตัดสินแบบแบนไม่มีเหตุผลไปหน่อย แต่เข้าใจละว่าทำไมคนไม่อยากให้ล้างหนี้กัน
362,"@Pforeverja1 ถึงใช้คำว่า “จัดการหนี้” แทน “ล้างหนี้” ค่ะ ส่วนตัวมองประเด็นสวัสดิการเรียนฟรีกับหนี้ กยศ แยกกันตั้งแต่แรก
และถ้ามองเฉพาะมูลหนี้ กยศ เราไม่อาจพูดได้ว่ามันเป็นหนี้เสียทั้งหมด เช่นเดียวกับที่ไม่อาจเหมารวมได้ว่าหนี้เสียทั้งหมดเกิดจาก ค.จงใจจะเบี้ยวหนี้ทั้งที่มีศักยภาพ"
363,"อธิบาย เรื่อง กยศ. ให้ตาย คนไม่รับฟังก็ไม่รับฟัง 

อยากล้างหนี้ใจจะขาด ต่อต้านคอรัปชั่น แต่ตัวเองสนับสนุนการโกงเสียเอง"
364,"รองเลขาธิการพรรคประชาธิปัตย์ ชี้ความเคลื่อนไหวขอยกหนี้ กยศ. มีกลุ่มการเมืองชักใย - ผู้จัดการกองทุน กยศ. แจงล้างหนี้ กยศ. ไม่ใช่ทางออกแก้ปัญหาการเข้าถึงการศึกษา ยืนยันขยายระยะเวลาลดหย่อนหนี้ถึงสิ้นปี ชะลอฟ้องร้อง งดการขายทอดตลาด 

"
365,คอลเอ้าท์ตลอด​ ม๊อบก็ไปทุกครั้งที่มีโอกาศ คัดค้านล้างหนี้กยศ.ทีเดียว​ กลายเป็นคนเห็นแก่ตัวเลย555
366,คอนจมละมั้ง ประเด็นล้างหนี้กยศ.ด้อมส้มจนวันนี้ก็ยังไม่แล้วสูมึงติดใจจะเอาอะไรขนาดนั้นกูงง
367,และชั้นไม่เห็นด้วยกับการล้างหนี้เหมือนกัน แต่ไม่โอเคแบบกู้กยศ มีไอแพด ไอโฟน คืออะไรเจ๊
368,"Live เปิดสายเปิดใจประชาชน EP.454   ""รัฐบาล ภาษี การศึกษา#ล้างหนี้กยศ. "" ...  via @YouTube"
369,@R_artisty ผมคัดค้านล้างหนี้กยศ และผมโพสต์ขอให้ยกเลิกการลงพระปรมาภิไธยในการออกกฎหมายด้วย มี สส คนไหนกล้าไปเสนอเรื่องนี้ในสภารึยังครับ ทำไมคนทีไ่ม่เห็นด้วยกับคุณ ต้องไม่กล้าโพสต์เรื่องพวกนี้ด้วยหรือครับ ประชดประชันเก่งจริง ๆ
370,เอาจริงเรื่องกู้กยศ จะกู้ไปทำไรก็เรื่องของเขาเหอะ แค่ใช้หนี้ที่กู้ไปก็พอ จะมาล้างหนี้เหี้ยไร เห็นแก่ตัว
371,กู้แล้วต้องคืนป่ะ ล้างหนี้กยศ.อะไรคือไม่เข้าท่าอะงับ
372,@devilBuff เนี่ย แนวคิด ล้างหนี้กยศ. ช่างทำลายระบบ 
373,ไม่ต้องล้างหนี้ กยศ ให้กุหรอก แต่มึงช่วยให้ฐานเงินเดือนสูงกว่านี้ทีเถอะ
374,@Petae_Lynch ล้างหนี้กยศ.ท่องมาแค่นี้ครับ
375,ใครจะว่าไงไม่รู้นะแต่สำหรับนี่ตัดเรื่องใช้ฟุ่มเฟือยไปกู้มาจะเอาไปใช้ห่าเหวไรก็สิทธิ์ของผู้กู้ แค่ว่ากู้มาก็ควรใช้หนี้ของตัวเอง มองว่าถ้าจะล้างหนี้กยศ.ตอนนี้ระบบคงล้มเป็นแถบโดมิโน่ ประเทศเราไม่ได้มีการจัดการที่ดีขนาดนั้น
376,เทปนี้ดีมาก แบ่งแนวคิดชัดเจนทั้ง 2 ฝ่าย ทั้งนีโอลิเบอรัล หรือแนวคิดแบบรัฐสวัสดิการ นี่ส่วนตัวโอเคกับแบบแรกนะ เพราะเราไม่ได้เชื่อว่าบ้านเราจะทำรัฐสวัสดิการได้เพราะชอบทำอะไรให้มันยุ่งยากเหนือจินตนาการ ส่วนล้างหนี้ กยศ เราว่าควรมี criteria เพราะมองหลักคิดเรื่องกู้น่ะแหละ 
377,"@JiPaTaBook @welfarewillwin @sustarumT Logic กระจอกมาก

1. ล้างหนี้ กยศ คือ พวกระยำกู้แล้วไม่มีปัญญาจ่าย 
2. ถ้ามึงล้างหนี้ แล้วกู ผู้จ่ายเงินสดเรียนหละ อย่ามาเห็นแก่ต้ว
3. พ่อแม่กูต้องจ่ายภาษี เพื่อให้มึงเรียนฟรี
4.ถ้าล้างหนี้ คือ ต้องคืนเงินให้คนที่จ่ายเงินเรียนทั้งหมด"
378,@theplebth ข้อ5 นี่ ทำให้นึกถึง ล้างหนี้ กยศ 
379,@R_artisty ตรรกะพังมากพวกที่คัดค้านล้างหนี้กยศ.
380,ล้างหนี้กยศคือสิ่งที่ปัญญาอ่อนที่สุดสำหรับกูในช่วงนี้เลย หนี้ก็คือหนี้มึงจะยกเหตุผลหีแตกอะไรมาเงินที่ไม่ใช่ของเราก็ไม่ใช่ของเรา ถ้าจะยกเหตุผลการปฏิรูปเรียนฟรีแล้วพวกกูที่ใช้เงินตัวเองทั้งค่าเทอมค่าหีค่าควยต่างๆคือยังไง กูยังไม่หายงงกับอีหัวข้อนี้เลย
381,การล้างหนี้กยศ. ต้องตั้งคำถามควบคู่กับการใช้งบประมาณอย่างไม่เหมาะสมต่อสภาวะประเทศในบริบทโลกปัจจุบัน ไม่ใช่จะมองแต่การเพิ่มภาษี อีกทั้งประสิทธิภาพการจัดเก็บตรวจสอบภาษีปัจจุบันมันมีประสิทธิภาพดีพอหรือยัง จะดีกว่ามั้ยถ้าอัตราของพนง.บังคับคดีกยศ.ไปเพิ่มในส่วนการหลีกเลี่ยงภาษี
382,เริ่มรำคาญ บ่นๆๆๆ บ่น แต่ไม่ทำอ่ะ ออกมาเรียกร้องอะไรให้มันสมเหตุสมผลหน่อย จะให้ล้างหนี้กยศ. อีกคือไม่ไหว แยกแยะหน่อย
383,  ร่วมลงชื่อล้างหนี้กยศ.
384,คนชนชั้นกลางเหมือนกันทีไม่สนับสนุนล้างหนี้กยศ 
385,"@DailyThailand ถ้าใครแม่งยังคิดหนุนเรื่องนี้ให้ล้างหนี้ กยศ. 
ผมว่าอย่าเรียนหนังสือเลย โง่อยู่ดี 
กองทุนเขาช่วยทุกทางมาก่อนแล้ว 
ทำไมไม่ศีกษาหาความจริงมาอ่านใส่สมองกันบ้างวะ เขาทั้งลดต้น ลดดอก ทั้งผ่อนผันยืดเวลาส่งคืน คนไม่เคยมีประวัติเสียก็ลดต้นให้อีก 
หากปิดบัญชีไว 
มันเกินไปนะจะให้ล้างหนี้"
386,พอไปฟังในรายการข่าว ต้นตอของล้างหนี้กยศ รู้สึกที่เห็นทะเลาะในทวิตเสียเปล่ามาก เพราะไม่ได้ดูที่ต้นเหตุเลย เอาแต่ด่าคนที่กู้แล้วใช้เงินฟุ่มเฟือย 
387,ที่ผิดหวังคือเห็นเพื่อนแบบยึดหลักความเท่าเทียม ความเสมอภาคใดๆมาโดยตลอด แชร์โพสให้ไปลงชื่อล้างหนี้กยศ ซึ่งตัวเองก็เป็นคนกู้ไปใช้ พอมาโพสแบบนี้แล้วมิเครอย่างแรง สุดท้ายเอ็งก็ยังเห็นแค่ความสบายเฉพาะกลุ่มอยู่ดี
388,เอาเรื่องล้างหนี้กยศ.ไปโยงกับการป่วยเป็นมะเร็ง ปสด.ขั้นสุด
389,@R_artisty @Kun_MFP แบบนี้พวกค้านล้างหนี้ กยศ ว่าไงครับ
390,เอาจริงโคตรไม่เห็นด้วยกับล้างหนี้กยศเลย
391,ถ้าจะดันเรื่องเรียนฟรีแบบเท่าเทียมกันอันนี้เห็นด้วย แต่ล้างหนี้กยศ.อันนี้ไม่เห็นด้วย เพราะถ้าจะดันอันนี้ด้วยคือต้องใช้วิธีสกรีนทุกคนย้ำว่าทุกคนอ่ะว่าใครบ้างที่จ่ายหนี้คืนไม่ไหว เคสนี้ก็อาจจะพิจารณาลดดอก ตัดเบี้ยปรับไรงี้ ไม่งั้นคนที่ได้ผลประโยชน์ก็จะแบบพวกในข่าวอ่ะ -1 
392,@Bkkcat2 @phatphs @Annerez1 @tzuumin_ การเรียนฟรีผมสนับสนุนนะครับ อยากให้มีมานานแล้วด้วย แต่ไอ่ #ล้างหนี้กยศ  เนี่ย ชื่อมันก็บอกอยู่ ว่าเป็นการล้างหนี้ที่เกิดมาแล้ว  ถ้าคุณอยากจะรณรงค์ให้เรียนฟรี คุณใช้อย่างอื่นดิ ไม่เห็นจะเป็นต้องไปยกเลิกหนี้ กยศ.รึป่าว
393,คัดค้านล้างหนี้ กยศ.มาช่วยกันคัดค้านงบเช่ารถพระที่นั่งหน่อยงับ
394,@bamthk ล้างหนี้ กยศ ตลกร้ายนะการที่มีเงินกู้ดอกเบี้ยต่ำขนาดนี้ให้กู้ ดีขนาดไหนการที่เก็บดอกเบี้ยเพื่อเพิ่มฐานการให้ความช่วยเหลือให้มากขึ้นช่วยคนได้มากขึ้นไม่ดีใช่มั๊ย มีวินัยไม่มีเบี้ยปรับ อย่าอ้างความลำบาก เพราะทุกคนก็ลำบาก แต่เค้ารับผิดชอบชีวิต รับผิดชอบตามคำสัญญาที่ให้ไว้
395,ณ ตอนนนี้โซลูชั่นที่ดีที่สุดในไทยคือกยศ. ในอนาคตถ้าจะมีเรียนฟรีก็ดีมากๆพร้อมสนับสนุน แต่มันยังไม่เกิดขึ้นไง การล้างหนี้จะยิ่งตัดโอกาสเด็กในอนาคตที่จะได้กู้อีก แถมล้างหนี้ส่งเสริมให้คนไม่มีค.รับผิดชอบอีกต่างห่าง อย่าเอามารวมกัน 
396,@Bkkcat2 @Solo121231212 @Annerez1 @tzuumin_ จริงค่ะ แล้วใช่ว่ากู้แล้วจะพอ เราได้เองจริงๆ แค่ 3k แต่ต้องคืนพร้อมดอกเบี้ย อันนี้รัฐหากินกับคนจนแท้ๆ เลยค่ะ แล้ว 3k มันพอจ่ายค่าหอที่ไหน ก็ต้องไปทำงาน part-time แถมยังเป็นหนี้กยศอีก เราต้องตกเป็นทาสระบบทุเรศแบบนี้ไปอีกนานแค่ไหนคะ สต.คิดว่าล้างหนี้+เรียนฟรี ต้องทำไปพร้อมกันค่ะ
397,"@1koiking จิตอาสาก็สมควรยกเลิกได้ละ ถูกค่ะ 
แต่ดอกเบี้ยให้ยกเลิกคงเป็นไปได้ยากยิ่งกว่าล้างหนี้อีกค่ะ
ให้เปรียบเทียบคือเราซื้อข้าวปีที่แล้ว40
แต่ปีนี้40 ซื้อข้าวไม่พอแล้ว ดอกเบี้ยกยศ.ขึ้นไม่ทันเงินเฟ้อค่ะ"
398,@monstrous_cher คุณแยกไม่ออก​อีกละนะ  มันไม่เมคเซ้นส์ยังไงเอ่ย คุณเอามันมาเปรียบเทียบได้ยังไง ตอนยังไม่มี30บาท ก็คือทุกคนต้องจ่ายเหมือนกันหมด ไม่มีสิทธิเลือกว่าจะกู้เงินมาจ่าย หรือหามาจ่ายเองไง แต่กยศ.ม​ันมีสิทธิเลือกไง พอจะมาล้างหนี้มันก็ไม่แฟร์กับคนที่หาเงินเรียนเองมาตลอด งงไหม งงหรอ
399,ไหนๆก็ล้างหนี้กยศ.แล้ว ฝากล้างหนี้ทุนรัฐบาลด้วยค่ะ 555555555555555
400,เราก็ว่ามันไเ้แหละ แต่มันจะได้ทันทีมั้ย พอที่จะล้างหนี้กยศ.รึเป่า ถ้ามันต้องเกิดขึ้นพร้อมกัน(ซึ่งดูจะยังเป็นไปไม่ได้ทั้งสอง) ตอนนี้ก็ยังต้องใช้หนี้อยู่ดี
401,การล้างหนี้ กยศ. คือไม่เห็นด้วยเป็นอย่างยิ่ง
402,"@TrueDemocracy14 เรียนฟรีก็จะเอา
กยศ.ก็จะล้างหนี้
ภาษีก็จะไม่จ่าย
รัฐก็ต้องดูแลอีก 

สุดๆมาก"
403,การเรียนฟรี ควรมี แต่การล้างหนี้กยศ ไม่ควรมี
404,กุเหมือนไปกู้กยศมาเลยนะ555 รีทวิตเยอะขนาดนี้ แต่กุเห็นด้วยที่จุดเริ่มต้นการเรียนฟรี มันต้องเริ่มจากล้างหนี้กยศ การศึกษาไม่ควรทำให้คนเสียเงินจนกว่าความจำเป็น มันควรเป็นโอกาสที่ใครก็สามารถได้มาฟรีๆ ซึ่งมันไม่ใช่แค่คนกู้นะที่เสียโอกาส คนค้ำนี้ก็มีสิทธิเสียด้วย
405,อันรีล่าดูน่าสนกว่าอันล้างหนี้กยศ.อีก ทำไมไม่ผลักดันอันนี้ให้มากกว่าเรื่องล้างหนี้นะ
406,"เพราะมันไม่ได้มีแค่คนที่กู้กยศ.เรียน มันมีอีกหลายคนที่จ่ายเงินเรียน ไม่ว่าจะจ่ายในรูปแบบไหน 
จะพูดเรื่องเรียนฟรีก็พูดไป แต่อย่ามาพูดเรื่องล้างหนี้กยศ. เพนาะถ้าพูดเรื่องล้างหนีกยศ. ก็ต้องพูดถึงเงินที่เราจ่ายไปด้วย จากคนที่พ่อแม่จ่ายเงินให้เรียนคนนึง"
407,เรื่องล้างหนี้กยศไม่โออะคือถ้าเรียนฟรีในอนาคตมันรสว่าคนรุ่นใหม่ทั้งรุ่นได้เรียนฟรีแต่ล้างหนี้มันให้ครสว่าคุณไม่จ่ายหนี้ให้ครบทำไมเราต้องล้างหนี้ให้คุณทั้งๆที่คนหามาจ่ายครบก็มี คนที่หาเงินจ่ายค่าเทอมแต่แรกก็มีอะ
408,"พูดเรื่องล้างหนี้ กยศ ที่มีทั้งสองมุม สำหรับคนที่เป็นเจ้าหนี้กับลูกหนี้คือ 1)ประชาชนที่เสียภาษี และ 2)ลูกหนี้ที่กู้เพื่อใช้ศึกษา 
ออกตัวก่อนเลย ปัญหานี้เกิดจากคนปล่อยกู้ ให้คนที่ไม่บรรลุนิติภาวะ 
จุดยืนที่จะโพสคือ ""สนับสนุนให้ยกเลิกหนี้"" 
#ล้างหนี้กยศ"
409,ถ้าไม่ล้างหนี้ กยศ. และอยากจะให้บรรเทาภาระหนี้ ก็ควรตัดลดหนี้ ที่เกิดจากค่าเทอม ค่าหน่วยกิต ค่าบำรุงการศึกษา ที่จ่ายให้กับมหาวิทยาลัยออก  เหลือให้จ่ายคืนแค่ค่าใช้จ่ายส่วนตัว ได้ม่ะ
410,ล้างหนี้กยศ.ระอุ!กระตุกแล้วจะเอาเงินจากไหนให้น้องๆ กฤษฎีกาย้ำต้องชดใช้ 
411,ล้างหนี้กยศ.ระอุ!กระตุกแล้วจะเอาเงินจากไหนให้น้องๆ กฤษฎีกาย้ำต้องชดใช้ 
412,เมกาก็เคยมีถกกันเรื่องล้างหนี้ในทวิตแบบกยศ.ตอนนี้แหละ มีฝั่งคนที่ทำงานงกๆ ก็ใช้หนี้ไม่หมดกับคนที่จ่ายหนี้หมดแล้ว ตั้งแต่เมื่อไหร่นะ สักพักนึง แล้วก็หายไป
413,@Jimcrying นึกถึงตัวเองสมัยนั้น จบม.6 มาเป็นสาวโรงงาน เรียนด้วยทำงานด้วย อดหลับอดนอน  นั่งรถไปสอบ ม. ราม กลับเข้าทำงานกะดึกต่อ ส่วนพวกกู้กยศ พอชีวิตตัวเองจะลำบาก จะให้ล้างหนี้ซะงั้น หัวจะปวด 
414,"วันนี้เรียกร้องล้างหนี้กยศ. วันหน้าจะเรียกร้องล้างหนี้บ้านที่อยู่อาศัยด้วยไหมนะ  แบบ ใครๆก็ต้องมีบ้าน 
#ล้างหนี้กยศ"
415,เราว่าการล้างหนี้กยศไม่ใช่ทางแก้ปัญหาอะ เหมือนหนีปัญหามากกว่า หนีปัญหาที่ต้องเจอตอนเป็นหนี้รึเปล่า ถ้ามีวินัยในการจ่ายมากพอเราว่ามันช่วยได้นะ เรียนจบภายใน2 ปีแรกไม่คิดดอกเบี้ย *อันนี้รู้ใช่ไหม จ่ายกี่บาทเงินต้นก็ลด ไม่มีดอกเบี้ยด้วย เรายังเคยจ่าย 200 เลยตอนจบใหม่ๆ #ล้างหนี้กยศ
416,นี่ก็กู้นะ แต่คิดว่าควรเริ่มจากคนรุ่นถัดไป ให้เรียนฟรี ไม่ใช่มาล้างหนี้ มันไม่แฟร์กับคนที่หาเงินจ่ายเอง คนกู้ กยศ.ไม่ได้ลำบากทุกคน คนไม่กู้กยศ. ก็ไม่ใช่แปลว่ารวยทุกคน ฉนั้นทำให้ถูกคือการเรียนฟรีรุ่นต่อๆไป ไม่ใช่ล้างหนี้ย้อนหลังจ้า  #ล้างหนี้กยศ
417,@bergerkills ก็อย่าเอาแต่สวยสิ อย่าเอาแต่รอ feedback แบบอวยๆสิ ถ้าจริงใจจะแก้ปัญหา ลงไปถก ลงไปฟังเหตุผล แล้วเอามาปรับสิ จะเห็นว่าคนส่วนใหญ่ก็ยังต้องการให้ลดความเหลื่อมล้ำด้านการศึกษาเหมือนกันทั้งนั้น แต่ไอ วิธีที่เริ่มโดยการล้างหนี้ กยศ. มันอิหยังเกินไป ต้องเริ่มจากหยุดนอยเวลาไม่ได้ดั่งใจก่อน
418,"กยศ. ชี้แจง‼ หาก ""ล้างหนี้ กยศ."" จะทำให้คนรุ่นใหม่ไม่ได้รับโอกาสทางการศึกษา เนื่องจาก กยศ. เป็นกองทุนหมุนเวียนที่ไม่ได้ใช้งบประมาณแผ่นดินในการให้กู้ยืม
&gt;&gt; อ่านต่อได้ที่  "
419,"กยศ-ยันไม่ล้างหนี้ ผู้จัดการอธิบายบอกว่าถ้าหากยกเลิกจะทำให้เด็กรุ่นใหม่ที่มีทุนมีทรัพย์น้อยหมดโอกาสทางการศึกษา หลังมีกลุ่มคนล่ารายชื่อยื่นแก้ไขกฎหมายยกเลิกหนี้ กยศ. 
#เป็นหนี้ต้องจ่าย #ม่ล้างหนี้กยศ #กยศ #กยศยันไม่ล้างหนี้ #ข่าวเด่นออนไลน์
อ่านต่อได้ที่...
"
420,ล้างหนี้ กยศ. ก็ไม่ได้ช่วยคนจนที่จนจริงๆหลอก ถ้าให้ช่วยก็คือสวัสดิการเรียนฟรี ที่เรียนฟรีจริง รัฐออกค่าเทอม ค่ารถ ค่าเสื้อผ้า ค่าหนังสือ อุปกรณ์การเรียนต่างๆ ให้ทุกบาททุกสตางค์จนจบมัธยมถึงจะเรียกว่าช่วยคนจนจริงๆ เพราะคนจนจริงๆมันไม่ได้เรียนตั้งแต่มัธยมแล้ว จบป.6 แล้วก็จบแค่นั้น
421,เรื่องกยศมันเป็นปัญหาแหละถึงอยากให้มีเรียนฟรีจริง ๆ แต่ไม่ใช่ว่าล้างหนี้อ่ะ คนกู้จะมีสักกี่คนที่เอาไปใช้กับเรื่องเรียนจริง ๆ บางคนเอาไปใช้สุรุ่ยสุร่ายด้วยซ้ำ ถามว่าผิดมั้ยมันไม่ผิดหรอก แต่ถ้าจะให้ยกเลิกหนี้มันก็ไม่ใช่มั้ย ละมีอีกหลายคนด้วยซ้ำที่จะกู้เพื่อเรียนแต่มันไม่ได้อ่ะ
422,@am_i_i_am_ เราสนับสนุนให้เรียนฟรีนะ แต่ไม่สนับสนุนล้างหนี้ กยศ เพราะเหมือนสร้างวินัยให้พวกที่กู้ยืมมาใช้ไม่ชดใช้หนี้ ถ้าล้างตอนนี้ คนก่อนที่ผ่อนมาล่ะ  เป็นหนี้ก็ต้องใช้คืนค่ะ แต่การศึกษา ควรสนับสนุนให้เรียนฟรีค่ะ การศึกษาเราควรดันเพราะเด็กที่ลำบากจะได้เข้าถึงใครอยากเข้าเอกชนก็สิทธิ์เขา
423,สมมติตอนแรกกุคัดค้านล้างหนี้กยศ.แล้วพอเจออิจ่าแสดงความเห็น กุจะเปลี่ยนฝั่งทันทีเพราะรู้เรยว่ากุมาผิดทาง
424,“ดราม่าร้อน ล้างหนี้ กยศ.?!?”  via @YouTube
425,ปกติทวิตของคุณคนนี้จะแมสบ่อยมาก เลยไม่รู้ว่าคนที่บอกว่าไม่เอาล้างหนี้กยศ. แต่สนับสนุนเรียนฟรีอย่างแน่นอนนี่หายไปไหนกันหมด 
426,"ก่อนอื่นเลยนะ ต้องไปทำเรื่องการเรียนฟรีให้สำเร็จก่อน ถ้ามาล้างหนี้ กยศ.ก่อน การเรียนฟรีในระดับอุดมศึกษาไม่เกิด เด็กที่ขาดแคลนจะเอาตังค์ที่ไหนมาเรียน แต่ใดใดเป็นหนี้เขาแล้วต้องจ่ายนะทุกคน 
#ล้างหนี้กยศ"
427,ด่าคุณนิวที่เสนอการล้างหนี้กยศ.หรือใครที่เห็นด้วยกับแนวคิดนี้ว่าเบียว มันจะเบียวควยไรวะก็มันเป็นสิทธิที่สามารถเสนอกฎหมายได้ แต่พอไปดูแต่ละคนที่แสดงความคิดเห็น โอ๊ยยย โคตรพ่อโคตรแม่แห่งความเบียว บางคนนี่ถึงกับสงสัยว่าเอาส่วนไหนของสมองคิด
428,"ตอนมี # ล้างหนี้กยศ. ก็มีคนมาค้านเยอะมากเลยนะ ซึ่งก็ดิสคัทกันไปว่าควรทำหรือไม่ควร
แต่พอมีคนดันเรื่องเรียนฟรีต้องฟรีจริง ดันไม่มีคนให้ความสนใจเท่าที่ควรเลยแหะ"
429,ผ้มสงสัย แบบเรื่อง กยศ ที่ยัยเจ๊แอคนั้นอยากให้ล้างหนี้ละก็เรียนฟรี คือ ม.1-6 ก็เข้าใจ แต่มหาลัยมันไม่ใช่ภาคบังคับแล้วไม่ใช่หรอ แบบว่าประเทศอื่นเค้าก็เสียป้ะ แบบค่าเทอมไรงี้อ่ะ เพราะแต่ละคนเรียนมันก็แต่ละคณะราคาค่าเทอมไม่เท่ากันอ่ะ 🫠🫠🫠
430,ไม่เห็นด้วยกับล้างหนี้กยศแต่ไม่จำเป็นว่าต้องปฏิเสธ​การเรียนฟรีรัฐบาลจ่ายป้ะ​ เด็กหลุดจากระบบการศึกษา​แต่ละปีเท่าไหร่​ แนวโน้มก็ยิ่งสูงขึ้น
